# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[01:33:52 -> 01:33:53] 那你这个big jump
[01:33:53 -> 01:33:54] 就是没有意义的
[01:33:54 -> 01:33:54] 就我们平时退项
[01:33:54 -> 01:33:55] 我也这么跟他们说的
[01:33:55 -> 01:33:56] 我说不用着急
[01:33:56 -> 01:33:57] 我们不用到那个goal
[01:33:57 -> 01:33:58] 但是你要
[01:33:58 -> 01:33:59] 但是我们重要的是
[01:33:59 -> 01:34:00] 你听我们训练出来
[01:34:00 -> 01:34:01] 一套系统化方法
[01:34:01 -> 01:34:03] 我的每一小步的movement
[01:34:03 -> 01:34:03] 是不是solid
[01:34:03 -> 01:34:05] 哪怕我就动了一点点
[01:34:05 -> 01:34:06] 比你那个动得很大
[01:34:06 -> 01:34:06] 也不能将来
[01:34:06 -> 01:34:07] 还要退回来要好很多
[01:34:07 -> 01:34:09] 在research界
[01:34:09 -> 01:34:11] 也会有性别歧视吗
[01:34:11 -> 01:34:14] 它也不能叫歧视啊
[01:34:14 -> 01:34:14] 其实没有那么严重
[01:34:14 -> 01:34:16] 叫性别不平等
[01:34:16 -> 01:34:17] 这可能都没有到
[01:34:17 -> 01:34:19] 不平等和歧视的地步
[01:34:19 -> 01:34:20] 但是它会有
[01:34:20 -> 01:34:21] 但是这个
[01:34:21 -> 01:34:23] 这个很多小
[01:34:23 -> 01:34:23] 很subtle的
[01:34:23 -> 01:34:25] 很subtle的这种
[01:34:25 -> 01:34:27] 意识层面的不对称
[01:34:27 -> 01:34:28] 是无处不在的
[01:34:28 -> 01:34:30] 我跟你举个微妙的例子
[01:34:30 -> 01:34:31] 就非常有多微妙
[01:34:31 -> 01:34:31] 这个事情
[01:34:31 -> 01:34:32] 就是微妙到
[01:34:32 -> 01:34:33] 你会觉得它不是个事
[01:34:33 -> 01:34:34] 就打个比方说小时候
[01:34:34 -> 01:34:35] 比方说我竞赛出身
[01:34:35 -> 01:34:36] 我打竞赛
[01:34:36 -> 01:34:36] 竞赛打得很好
[01:34:36 -> 01:34:38] 如果我是个男生
[01:34:38 -> 01:34:38] 大家就会说
[01:34:38 -> 01:34:39] 我是天才
[01:34:39 -> 01:34:40] 如果我是个女生
[01:34:40 -> 01:34:41] 他就会说他很努力
[01:34:41 -> 01:34:42] 他很听话
[01:34:42 -> 01:34:43] 就是
[01:34:43 -> 01:34:45] 你很用功
[01:34:45 -> 01:34:45] 对
[01:34:45 -> 01:34:46] 他会觉得
[01:34:46 -> 01:34:47] 或者你运气好
[01:34:47 -> 01:34:48] 我小时候经历的是什么
[01:34:48 -> 01:34:49] 就是有一年的竞赛
[01:34:49 -> 01:34:51] 那年我一直是
[01:34:51 -> 01:34:51] 成绩是
[01:34:51 -> 01:34:52] 就是各种
[01:34:52 -> 01:34:54] 大赛比赛都是很好
[01:34:54 -> 01:34:55] 都是顶尖最好的
[01:34:55 -> 01:34:56] 反正至少是比我
[01:34:56 -> 01:34:56] 我们学校里
[01:34:56 -> 01:34:57] 跟我peer的那个人
[01:34:57 -> 01:34:58] 要好很多
[01:34:58 -> 01:35:00] 但是我身边的人
[01:35:00 -> 01:35:02] 会找无数个理由
[01:35:02 -> 01:35:03] 来解释我为什么好
[01:35:03 -> 01:35:06] 他们觉得你
[01:35:06 -> 01:35:08] 赢是不应当的
[01:35:08 -> 01:35:10] 他们否认你是天才这件事情
[01:35:10 -> 01:35:11] 他们不否认
[01:35:11 -> 01:35:11] 他们不会否认
[01:35:11 -> 01:35:13] 但是他们会觉得你
[01:35:13 -> 01:35:14] 就是
[01:35:14 -> 01:35:15] 如果换一个人
[01:35:15 -> 01:35:16] 那个人赢是理所应当的
[01:35:16 -> 01:35:17] 但如果是我赢了
[01:35:17 -> 01:35:18] 他们会觉得
[01:35:18 -> 01:35:19] 你这个赢需要被解释
[01:35:19 -> 01:35:20] 但是你正常情况下
[01:35:20 -> 01:35:21] 一个人赢是不需要被解释的
[01:35:21 -> 01:35:22] 我为什么要去explain
[01:35:22 -> 01:35:23] 他为什么赢呢
[01:35:23 -> 01:35:24] 他厉害呀
[01:35:24 -> 01:35:25] 对
[01:35:25 -> 01:35:26] 但是我的每一场赢
[01:35:26 -> 01:35:27] 都要被解释
[01:35:27 -> 01:35:28] 背后都有个原因
[01:35:28 -> 01:35:28] 叫做我为什么赢
[01:35:28 -> 01:35:29] 而不是你为什么输
[01:35:29 -> 01:35:30] 这个解释可能是
[01:35:30 -> 01:35:31] 他这个
[01:35:31 -> 01:35:33] 他的对手最近状态不好
[01:35:33 -> 01:35:36] 然后下一场
[01:35:36 -> 01:35:38] 他的对手状态又没回来
[01:35:38 -> 01:35:40] 然后下一场是
[01:35:40 -> 01:35:41] 他这个题压中了
[01:35:41 -> 01:35:42] 这个题他已经
[01:35:42 -> 01:35:43] 做过
[01:35:43 -> 01:35:44] 但是可能你
[01:35:44 -> 01:35:45] 其实这个人
[01:35:45 -> 01:35:46] 其实我并没有做过
[01:35:46 -> 01:35:46] 但是你就
[01:35:46 -> 01:35:47] 你感受到这个
[01:35:47 -> 01:35:49] 也不是故意的恶意
[01:35:49 -> 01:35:51] 让人很窒息
[01:35:51 -> 01:35:52] 这些微妙的存在
[01:35:52 -> 01:35:54] 也会出现在你之后
[01:35:54 -> 01:35:54] 做研究
[01:35:54 -> 01:35:55] 读博士
[01:35:55 -> 01:35:57] 做项目
[01:35:57 -> 01:35:57] 对
[01:35:57 -> 01:35:58] 是源源不断
[01:35:58 -> 01:35:59] 也都会
[01:35:59 -> 01:36:00] 一直有这样的存在
[01:36:00 -> 01:36:01] 就是说
[01:36:01 -> 01:36:02] 你赢了
[01:36:02 -> 01:36:04] 你比人厉害
[01:36:04 -> 01:36:05] 大家就会给你找理由
[01:36:05 -> 01:36:06] 说
[01:36:06 -> 01:36:07] 他为什么
[01:36:07 -> 01:36:07] 为什么是他
[01:36:07 -> 01:36:08] 对
[01:36:08 -> 01:36:08] 他们会说
[01:36:08 -> 01:36:09] 我要进去研究一下
[01:36:09 -> 01:36:10] 这个人为什么可以
[01:36:10 -> 01:36:11] 他为什么可以
[01:36:11 -> 01:36:13] 他为什么能发这么多paper
[01:36:13 -> 01:36:13] 对
[01:36:13 -> 01:36:14] 因为没有看真反转
[01:36:14 -> 01:36:18] 一旦有一个合作方
[01:36:18 -> 01:36:19] 然后这个合作方
[01:36:19 -> 01:36:20] 他是男性
[01:36:20 -> 01:36:21] 或者是他是establish的
[01:36:21 -> 01:36:22] 别人就会觉得
[01:36:22 -> 01:36:24] 这个idea会不会不是他的
[01:36:24 -> 01:36:25] 就是
[01:36:25 -> 01:36:26] 这些很微妙的事情
[01:36:26 -> 01:36:27] 就是你单独去看
[01:36:27 -> 01:36:28] 他们都很小
[01:36:28 -> 01:36:29] 但是我说
[01:36:29 -> 01:36:30] 这是一件持续发生
[01:36:30 -> 01:36:31] 每天发生
[01:36:31 -> 01:36:33] 每分秒在发生的小事
[01:36:33 -> 01:36:34] 而且他会波及到
[01:36:34 -> 01:36:35] 每一个在这个群体里的人
[01:36:35 -> 01:36:36] exactly
[01:36:36 -> 01:36:37] 你根本就没有办法
[01:36:37 -> 01:36:38] 跳出这个框架
[01:36:38 -> 01:36:39] 因为一旦你跳出
[01:36:39 -> 01:36:40] 别人就会觉得你小气
[01:36:40 -> 01:36:41] 别人就会觉得你格局小
[01:36:41 -> 01:36:42] 我年轻的时候
[01:36:42 -> 01:36:43] 在对这件事情的态度
[01:36:43 -> 01:36:43] 会更加的
[01:36:43 -> 01:36:45] 但我后来觉得
[01:36:45 -> 01:36:47] 我已经觉得没什么好
[01:36:47 -> 01:36:49] 就是这个事情
[01:36:49 -> 01:36:50] 是不需要被讨论的
[01:36:50 -> 01:36:51] 你要解决这一点
[01:36:51 -> 01:36:53] 只有一个方法
[01:36:53 -> 01:36:55] 就是你让
[01:36:55 -> 01:36:56] 所谓的入行者
[01:36:56 -> 01:36:57] 或者说
[01:36:57 -> 01:36:58] 如果在这个specific example
[01:36:58 -> 01:36:59] 就是女性
[01:36:59 -> 01:37:00] 真正拥有权利
[01:37:00 -> 01:37:02] 初次之外
[01:37:02 -> 01:37:02] 没有别的办法
[01:37:02 -> 01:37:05] 你就是不断去赢就好了
[01:37:05 -> 01:37:05] 对
[01:37:05 -> 01:37:07] 而且这个权利是
[01:37:07 -> 01:37:08] 所谓的人类的
[01:37:08 -> 01:37:09] 真的top百分之
[01:37:09 -> 01:37:11] 0.001
[01:37:11 -> 01:37:12] 百分之0.01
[01:37:12 -> 01:37:13] 百分之0.1
[01:37:13 -> 01:37:13] 百分之1
[01:37:13 -> 01:37:14] 里面全部平权
[01:37:14 -> 01:37:16] 他们只有真正获得权利
[01:37:16 -> 01:37:17] 这个事情才会被改变
[01:37:17 -> 01:37:17] 其他所谓的权利
[01:37:17 -> 01:37:18] 所有的一切通过education
[01:37:18 -> 01:37:20] 是达不到任何目标的
[01:37:20 -> 01:37:21] 你觉得在过去十年
[01:37:21 -> 01:37:23] 有好一点点吗
[01:37:23 -> 01:37:25] 还是没有
[01:37:25 -> 01:37:26] 肯定有好一点点吧
[01:37:26 -> 01:37:27] 对
[01:37:27 -> 01:37:27] 我觉得是
[01:37:27 -> 01:37:29] 社会是在向前
[01:37:29 -> 01:37:29] 但是这个
[01:37:29 -> 01:37:31] 你如果差分到
[01:37:31 -> 01:37:32] 不同的方面的话
[01:37:32 -> 01:37:34] 有些地方可能也在
[01:37:34 -> 01:37:34] 也有
[01:37:34 -> 01:37:36] 也不是都在变好
[01:37:36 -> 01:37:36] 对
[01:37:36 -> 01:37:37] 它那个价值观
[01:37:37 -> 01:37:38] 是一个很波动的状态
[01:37:38 -> 01:37:39] 但你整个来说
[01:37:39 -> 01:37:40] 我觉得是在变好
[01:37:40 -> 01:37:40] 好的
[01:37:40 -> 01:37:42] 我觉得我们cover了
[01:37:42 -> 01:37:43] 大部分的东西
[01:37:43 -> 01:37:44] 让我再看一看
[01:37:44 -> 01:37:45] 有没有什么问题
[01:37:45 -> 01:37:46] 你觉得有什么问题
[01:37:46 -> 01:37:47] 我们漏掉的吗
[01:37:47 -> 01:37:48] 我没有想过
[01:37:48 -> 01:37:48] 有什么问题要问
[01:37:48 -> 01:37:49] 但是我
[01:37:49 -> 01:37:50] 到结尾的时候
[01:37:50 -> 01:37:51] 我倒是可以
[01:37:51 -> 01:37:52] 有一件事情想说
[01:37:52 -> 01:37:52] 昨天你们过来
[01:37:52 -> 01:37:53] 然后你给我看
[01:37:53 -> 01:37:54] 那个doc的第一眼
[01:37:54 -> 01:37:56] 我其实当时挺打动
[01:37:56 -> 01:37:57] 就是那个doc里面
[01:37:57 -> 01:37:58] 已经有很多
[01:37:58 -> 01:37:58] 对我的描述
[01:37:58 -> 01:38:00] 就感觉你们已经对我
[01:38:00 -> 01:38:01] 我不知道这是AI生成的
[01:38:01 -> 01:38:01] 还是人做的
[01:38:01 -> 01:38:03] 没有我们看了很多
[01:38:03 -> 01:38:03] 是人做的
[01:38:03 -> 01:38:04] 挺详尽的
[01:38:04 -> 01:38:06] 就是我觉得很多
[01:38:06 -> 01:38:07] 投我的投资人
[01:38:07 -> 01:38:08] 都没有这么样的
[01:38:08 -> 01:38:09] 去看过我的经历
[01:38:09 -> 01:38:10] 在我跟他们聊天中
[01:38:10 -> 01:38:10] 我发现他们
[01:38:10 -> 01:38:11] 不了解我的经历
[01:38:11 -> 01:38:12] 他们不了解
[01:38:12 -> 01:38:13] 发生过什么
[01:38:13 -> 01:38:14] 他们可能在别的村面
[01:38:14 -> 01:38:15] 去打听了
[01:38:15 -> 01:38:16] 但是这份doc
[01:38:16 -> 01:38:16] 还是我
[01:38:16 -> 01:38:18] 当时印象很深刻
[01:38:18 -> 01:38:19] 我觉得包括
[01:38:19 -> 01:38:19] 融资
[01:38:19 -> 01:38:20] 融资的这段经历
[01:38:20 -> 01:38:22] 给我的一些成长
[01:38:22 -> 01:38:24] 就是很多职业本身
[01:38:24 -> 01:38:26] 我们觉得会做的事情
[01:38:26 -> 01:38:28] 其实它不是自然发生的
[01:38:28 -> 01:38:29] 然后也许我原来觉得
[01:38:29 -> 01:38:30] 一个做采访的人
[01:38:30 -> 01:38:31] 他就应该
[01:38:31 -> 01:38:32] 对被采访者
[01:38:32 -> 01:38:34] 先有一个深度的study
[01:38:34 -> 01:38:34] 但事实上
[01:38:34 -> 01:38:36] 很多的采访者
[01:38:36 -> 01:38:37] 他们并不一定
[01:38:37 -> 01:38:38] 真的会做这件事情
[01:38:38 -> 01:38:39] 然后也许我们觉得
[01:38:39 -> 01:38:40] 投资人
[01:38:40 -> 01:38:40] 他应该对方的
[01:38:40 -> 01:38:41] 做个很深度的调查
[01:38:41 -> 01:38:42] 但实际上
[01:38:42 -> 01:38:42] 大多数投资人
[01:38:42 -> 01:38:44] 都没有去做深度的调查
[01:38:44 -> 01:38:45] 也许我们觉得
[01:38:45 -> 01:38:46] 一个PhD
[01:38:46 -> 01:38:47] 应该好好做研究
[01:38:47 -> 01:38:47] 大多数PhD
[01:38:47 -> 01:38:48] 未必只能好好在做研究
[01:38:48 -> 01:38:49] 有很多事情
[01:38:49 -> 01:38:50] 它在定义里面
[01:38:50 -> 01:38:51] 该发生的
[01:38:51 -> 01:38:51] 其实不会发生
[01:38:51 -> 01:38:52] 我后来发现
[01:38:52 -> 01:38:54] 一个人
[01:38:54 -> 01:38:55] 他只要能把
[01:38:55 -> 01:38:56] 职业里面
[01:38:56 -> 01:38:57] 该做的事情做完
[01:38:57 -> 01:38:59] 其实就已经非常稀有
[01:38:59 -> 01:39:00] 我觉得我昨天
[01:39:00 -> 01:39:00] 看那个talk的时候
[01:39:00 -> 01:39:02] 我不喜欢采访
[01:39:02 -> 01:39:03] 本来我们也
[01:39:03 -> 01:39:04] 差点就要退掉了
[01:39:04 -> 01:39:04] 但是
[01:39:04 -> 01:39:05] 但是我昨天
[01:39:05 -> 01:39:06] 看那个talk的时候
[01:39:06 -> 01:39:06] 其实我觉得
[01:39:06 -> 01:39:08] 我愿意好好做一下采访
[01:39:08 -> 01:39:08] 因为我觉得
[01:39:08 -> 01:39:10] 你们做的这个劳动
[01:39:10 -> 01:39:11] 我是respect
[01:39:11 -> 01:39:12] 我就想说一句respect
[01:39:12 -> 01:39:13] 谢谢谢谢
[01:39:13 -> 01:39:14] 我也很respect你
[01:39:14 -> 01:39:17] 然后我觉得
[01:39:17 -> 01:39:18] 就是
[01:39:18 -> 01:39:18] 就是
[01:39:18 -> 01:39:19] 很多
[01:39:19 -> 01:39:21] 就刚刚聊到的
[01:39:21 -> 01:39:22] 比方我的PhD
[01:39:22 -> 01:39:23] 其实是因为
[01:39:23 -> 01:39:24] 有很多波折
[01:39:24 -> 01:39:25] 融资时候
[01:39:25 -> 01:39:26] 也有很多波折
[01:39:26 -> 01:39:27] 我们这个开源项目
[01:39:27 -> 01:39:28] 做起来也有很多波折
[01:39:28 -> 01:39:30] 但我现在
[01:39:30 -> 01:39:31] 真的要我说
[01:39:31 -> 01:39:32] 结局怎么样的话
[01:39:32 -> 01:39:33] 其实这三段波折
[01:39:33 -> 01:39:34] 或者说过往
[01:39:34 -> 01:39:35] 包括童年
[01:39:35 -> 01:39:36] 很多波折
[01:39:36 -> 01:39:36] 它们的
[01:39:36 -> 01:39:38] 波折之后的那个终点
[01:39:38 -> 01:39:39] 都非常的好
[01:39:39 -> 01:39:40] 我的PhD
[01:39:40 -> 01:39:42] 第一年
[01:39:42 -> 01:39:43] 这个rotate
[01:39:43 -> 01:39:44] 找导师不是很顺利
[01:39:44 -> 01:39:45] 但是最后我找到
[01:39:45 -> 01:39:45] 那个导师
[01:39:45 -> 01:39:46] 他是一个
[01:39:46 -> 01:39:47] 教科书般完美的导师
[01:39:47 -> 01:39:48] 我们这个开源项目
[01:39:48 -> 01:39:49] 一开始也
[01:39:49 -> 01:39:50] 有各种各样
[01:39:50 -> 01:39:51] 的被打击
[01:39:51 -> 01:39:53] 但走到今天
[01:39:53 -> 01:39:54] 我们有了一个
[01:39:54 -> 01:39:56] 就是这么好的团队
[01:39:56 -> 01:39:57] 我们团队
[01:39:57 -> 01:39:58] 大家都这么的
[01:39:58 -> 01:40:00] 这么的有能量
[01:40:00 -> 01:40:01] 这么的有热情
[01:40:01 -> 01:40:02] 而且这么团结
[01:40:02 -> 01:40:03] 我们融资
[01:40:03 -> 01:40:03] 我前面
[01:40:03 -> 01:40:05] 也经历了很多
[01:40:05 -> 01:40:06] 各种各样的事情
[01:40:06 -> 01:40:07] 但我觉得最后
[01:40:07 -> 01:40:08] 我们容纳下来
[01:40:08 -> 01:40:09] 这些投资人
[01:40:09 -> 01:40:09] 也是
[01:40:09 -> 01:40:11] 教科书般完美的投资人
[01:40:11 -> 01:40:11] 是
[01:40:11 -> 01:40:13] 我在当时
[01:40:13 -> 01:40:14] 刚出来融资之前
[01:40:14 -> 01:40:16] 对这种运务所致
[01:40:16 -> 01:40:17] 所以我想去学点东西
[01:40:17 -> 01:40:17] 我就去看了
[01:40:17 -> 01:40:18] 看了一些书
[01:40:18 -> 01:40:19] 然后理解了一下
[01:40:19 -> 01:40:20] 融资的书
[01:40:20 -> 01:40:21] 怎么去融资的书
[01:40:21 -> 01:40:21] 类似吧
[01:40:21 -> 01:40:22] 可能Founder和投资人
[01:40:22 -> 01:40:24] 之间的相关内心书
[01:40:24 -> 01:40:25] Foundraising 101
[01:40:25 -> 01:40:27] 差不多
[01:40:27 -> 01:40:28] 然后我想理解
[01:40:28 -> 01:40:29] 这是什么东西
[01:40:29 -> 01:40:29] 那个时候
[01:40:29 -> 01:40:31] 我很多名词都不知道的
[01:40:31 -> 01:40:32] 我不知道什么叫Term sheet
[01:40:32 -> 01:40:32] OK
[01:40:32 -> 01:40:33] 就是
[01:40:33 -> 01:40:34] 我是在一个这样的状态下
[01:40:34 -> 01:40:34] 吃完融资的
[01:40:34 -> 01:40:35] 我也不知道
[01:40:35 -> 01:40:36] 什么叫做估值
[01:40:36 -> 01:40:38] 什么叫做Seed
[01:40:38 -> 01:40:39] 我都可能就没有概念
[01:40:39 -> 01:40:40] 很多基础的概念
[01:40:40 -> 01:40:40] 我都不知道
[01:40:40 -> 01:40:41] 都不理解
[01:40:41 -> 01:40:42] 然后Pitch deck是什么
[01:40:42 -> 01:40:43] Pitch deck这个词
[01:40:43 -> 01:40:44] 我都没有听说过
[01:40:44 -> 01:40:44] 什么叫Pitch deck
[01:40:44 -> 01:40:45] 是什么
[01:40:45 -> 01:40:46] 要写多少页
[01:40:46 -> 01:40:47] 每页写什么
[01:40:47 -> 01:40:48] 对吧
[01:40:48 -> 01:40:49] 是完全没有概念
[01:40:49 -> 01:40:50] 就是没有概念到
[01:40:50 -> 01:40:50] Pitch deck这个词
[01:40:50 -> 01:40:51] 我都没有听说过
[01:40:51 -> 01:40:51] OK
[01:40:51 -> 01:40:53] Term sheet是什么东西
[01:40:53 -> 01:40:53] 有个人跟我说
[01:40:53 -> 01:40:54] 你们有没有拿到Term sheet
[01:40:54 -> 01:40:55] 说啥是Term sheet
[01:40:55 -> 01:40:57] 我在一个这样的状态里面
[01:40:57 -> 01:40:58] 但是
[01:40:58 -> 01:40:59] 所以我就去
[01:40:59 -> 01:41:00] 尝试去学这些东西
[01:41:00 -> 01:41:02] 但是我从书本里面看到的
[01:41:02 -> 01:41:04] 书本里写的都是美好
[01:41:04 -> 01:41:05] 书本里面告诉我的
[01:41:05 -> 01:41:06] 那个投资人和
[01:41:06 -> 01:41:07] Founder之间的关系
[01:41:07 -> 01:41:08] 是
[01:41:08 -> 01:41:09] 是一个
[01:41:09 -> 01:41:10] 终身友谊的关系
[01:41:10 -> 01:41:12] 是一个你们并肩作战的关系
[01:41:12 -> 01:41:14] 虽然我早有准备
[01:41:14 -> 01:41:15] 童话总是美好
[01:41:15 -> 01:41:17] 虽然我早有准备
[01:41:17 -> 01:41:17] 但
[01:41:17 -> 01:41:18] 但那个
[01:41:18 -> 01:41:19] 现实不是这样的
[01:41:19 -> 01:41:21] 现实总是复杂很多
[01:41:22 -> 01:41:22] 但是我最后
[01:41:22 -> 01:41:23] 真的
[01:41:23 -> 01:41:25] 跟我们Payr的投资人
[01:41:25 -> 01:41:25] 这些Partners
[01:41:25 -> 01:41:26] 他们又回到了
[01:41:26 -> 01:41:28] 我当初在Taxbook里面
[01:41:28 -> 01:41:28] 看到的那个
[01:41:28 -> 01:41:29] 所谓的投资人
[01:41:29 -> 01:41:30] 跟Founder之间的关系
[01:41:30 -> 01:41:31] 书本也没有骗我们
[01:41:31 -> 01:41:32] 包括我
[01:41:32 -> 01:41:33] 以前
[01:41:33 -> 01:41:34] PSC之前
[01:41:34 -> 01:41:36] 很多人跟我描述过的
[01:41:36 -> 01:41:38] PSC导师跟学生之间的关系
[01:41:38 -> 01:41:39] 可能也是过于美好的
[01:41:39 -> 01:41:41] 但是我最后拿到了
[01:41:41 -> 01:41:42] 就是
[01:41:42 -> 01:41:43] 那些美好的描述
[01:41:43 -> 01:41:44] 他们都没有骗我
[01:41:44 -> 01:41:45] 世界上存在
[01:41:45 -> 01:41:46] 那么纯粹
[01:41:46 -> 01:41:46] 那么好的导师
[01:41:46 -> 01:41:48] 存在那么好的投资人
[01:41:48 -> 01:41:50] 存在那么好的采访者
[01:41:50 -> 01:41:51] 但是绝大多数人
[01:41:51 -> 01:41:52] 他们
[01:41:52 -> 01:41:54] 没有坚持到
[01:41:54 -> 01:41:54] 把那个
[01:41:54 -> 01:41:56] 跌宕起伏的过程走完
[01:41:56 -> 01:41:57] 没有坚持到
[01:41:57 -> 01:41:58] 相信那个
[01:41:58 -> 01:41:59] 好的东西
[01:41:59 -> 01:42:01] 其实是存在的
[01:42:01 -> 01:42:02] 只是说你要筛选
[01:42:02 -> 01:42:03] 只是说你要有耐心
[01:42:03 -> 01:42:04] 等着它
[01:42:04 -> 01:42:05] 最后显露出来
[01:42:05 -> 01:42:06] 你要有这个耐心
[01:42:06 -> 01:42:07] 让那些
[01:42:07 -> 01:42:09] 其实不是理想状态的
[01:42:09 -> 01:42:10] 沙砾自己脱落掉
[01:42:10 -> 01:42:11] 然后很多人
[01:42:11 -> 01:42:12] 可能在中间
[01:42:12 -> 01:42:13] 就开始怀疑了
[01:42:13 -> 01:42:14] 然后放弃了
[01:42:14 -> 01:42:15] 怀疑了放弃了
[01:42:15 -> 01:42:16] 或者是他不再相信了
[01:42:16 -> 01:42:17] 就借这个机会
[01:42:17 -> 01:42:18] 我其实想说
[01:42:18 -> 01:42:19] 那些好的东西都存在
[01:42:19 -> 01:42:21] 所有好的东西
[01:42:21 -> 01:42:22] 都不是编出来
[01:42:22 -> 01:42:24] 但是你要非常相信它
[01:42:24 -> 01:42:25] 你要相信到
[01:42:25 -> 01:42:26] 你身边没有这样的人
[01:42:26 -> 01:42:27] 你还相信他
[01:42:27 -> 01:42:28] 然后有一天那个
[01:42:28 -> 01:42:30] 跟你一样相信的
[01:42:30 -> 01:42:31] 他有一天会跟你相遇
[01:42:31 -> 01:42:35] 坚持
[01:42:35 -> 01:42:39] 这一段特别好
[01:42:39 -> 01:42:41] 刚刚我都有点想流泪
[01:42:41 -> 01:42:42] 你知道吗
[01:42:42 -> 01:42:44] 这一段太好了
[01:42:44 -> 01:42:44] 最后两个问题
[01:42:44 -> 01:42:46] 就是你是一个逻辑
[01:42:46 -> 01:42:48] 如此缜密之人
[01:42:48 -> 01:42:49] 但是就像你说了
[01:42:49 -> 01:42:50] 这个世界上
[01:42:50 -> 01:42:54] 很多东西是乱的
[01:42:54 -> 01:42:55] 或者是它逻辑上
[01:42:55 -> 01:42:55] 是不成立的
[01:42:55 -> 01:42:57] 就很多random的地方
[01:42:57 -> 01:42:58] 就世界是一个草台班子
[01:42:58 -> 01:42:59] 就是这件事情
[01:42:59 -> 01:43:00] 你能自洽吗
[01:43:00 -> 01:43:00] 还是说
[01:43:00 -> 01:43:02] 你其实是会suffer的
[01:43:02 -> 01:43:05] 就我在我的逻辑里是自洽的
[01:43:05 -> 01:43:06] 我的逻辑不受
[01:43:06 -> 01:43:08] 不受我看到的事情的干扰
[01:43:08 -> 01:43:09] suffer也有啊
[01:43:09 -> 01:43:10] 就是会suffer
[01:43:10 -> 01:43:11] 就我其实很emotional
[01:43:11 -> 01:43:13] 我是非常emotional的人
[01:43:13 -> 01:43:14] 其实就是
[01:43:14 -> 01:43:16] 很多很微小的事情
