# 《一红16年，干啥啥赚钱？｜屠龙博士创业的秘密！》— 原始转录

> **节目**：课代表立正（B站 UP 主，UID 491306902）对谈 **屠龙博士**
> **来源**：B站 · BV1krM46BEpn · 发布 2026-07-07
> **时长**：1h35m18s（5718 秒）
> **下载**：opencli bilibili download（浏览器登录态；yt-dlp 被 B站 412 反爬拦截）
> **转录**：whisper.cpp / ggml-large-v3 / Metal 加速 / 4,502 段 / 32,090 汉字 / 语速 337 字/min
> **校验源**：B站官方字幕（2,860 条，opencli bilibili subtitle 拉取）——替代小宇宙 shownotes 的修正源角色

---

[00:00:00 --> 00:00:01]  有一个网红偷我们的用户讯息
[01:27:31 --> 01:27:32]  发现我差0.1毫米
[01:27:32 --> 01:27:33]  他拿那个游标卡纸
[01:27:33 --> 01:27:34]  来量我的包装
[01:27:34 --> 01:27:35]  发现我差0.1毫米
[01:27:35 --> 01:27:36]  他拿那个游标卡纸
[01:27:36 --> 01:27:37]  来量我的包装
[01:27:37 --> 01:27:38]  发现我差0.1毫米
[01:27:38 --> 01:27:39]  他拿那个游标卡纸
[01:27:39 --> 01:27:40]  来量我的包装
[01:27:40 --> 01:27:41]  发现我差0.1毫米
[01:27:41 --> 01:27:42]  他拿那个游标卡纸
[01:27:42 --> 01:27:43]  来量我的包装
[01:27:43 --> 01:27:44]  发现我差0.1毫米
[01:27:44 --> 01:27:45]  他拿那个游标卡纸
[01:27:45 --> 01:27:46]  来量我的包装
[01:27:46 --> 01:27:47]  他拿那个游标卡纸
[01:27:47 --> 01:27:48]  来量我的包装
[01:27:48 --> 01:27:49]  发现我差0.1毫米
[01:27:49 --> 01:27:50]  他拿那个游标卡纸
[01:27:50 --> 01:27:51]  来量我的包装
[01:27:51 --> 01:27:52]  发现我差0.1毫米
[01:27:52 --> 01:27:53]  他拿那个游标卡纸
[01:27:53 --> 01:27:54]  来量我的包装
[01:27:54 --> 01:27:55]  发现我差0.1毫米
[01:27:55 --> 01:27:56]  他拿那个游标卡纸
[01:27:56 --> 01:27:57]  来量我的包装
[01:27:57 --> 01:27:58]  发现我差0.1毫米
[01:27:58 --> 01:27:59]  他拿那个游标卡纸
[01:27:59 --> 01:28:00]  来量我的包装
[01:28:00 --> 01:28:01]  发现我差0.1毫米
[01:28:01 --> 01:28:02]  他拿那个游标卡纸
[01:28:02 --> 01:28:03]  来量我的包装
[01:28:03 --> 01:28:04]  发现我差0.1毫米
[01:28:04 --> 01:28:05]  他拿那个游标卡纸
[01:28:05 --> 01:28:06]  来量我的包装
[01:28:06 --> 01:28:07]  发现我差0.1毫米
[01:28:07 --> 01:28:08]  他拿那个游标卡纸
[01:28:08 --> 01:28:09]  来量我的包装
[01:28:09 --> 01:28:10]  发现我差0.1毫米
[01:28:10 --> 01:28:11]  他拿那个游标卡纸
[01:28:11 --> 01:28:12]  来量我的包装
[01:28:12 --> 01:28:13]  发现我差0.1毫米
[01:28:13 --> 01:28:14]  他拿那个游标卡纸
[01:28:14 --> 01:28:15]  来量我的包装
[01:28:15 --> 01:28:16]  发现我差0.1毫米
[01:28:16 --> 01:28:17]  他拿那个游标卡纸
[01:28:17 --> 01:28:18]  来量我的包装
[01:28:18 --> 01:28:19]  发现我差0.1毫米
[01:28:19 --> 01:28:20]  他拿那个游标卡纸
[01:28:20 --> 01:28:21]  来量我的包装
[01:28:21 --> 01:28:22]  发现我差0.1毫米
[01:28:22 --> 01:28:23]  他拿那个游标卡纸
[01:28:23 --> 01:28:24]  来量我的包装
[01:28:24 --> 01:28:25]  发现我差0.1毫米
[01:28:25 --> 01:28:26]  他拿那个游标卡纸
[01:28:26 --> 01:28:27]  来量我的包装
[01:28:27 --> 01:28:28]  发现我差0.1毫米
[01:28:28 --> 01:28:29]  他拿那个游标卡纸
[01:28:29 --> 01:28:30]  来量我的包装
[01:28:30 --> 01:28:31]  发现我差0.1毫米
[01:28:31 --> 01:28:32]  他拿那个游标卡纸
[01:28:32 --> 01:28:33]  来量我的包装
[01:28:33 --> 01:28:34]  发现我差0.1毫米
[01:28:34 --> 01:28:35]  他拿那个游标卡纸
[01:28:35 --> 01:28:36]  来量我的包装
[01:28:36 --> 01:28:37]  发现我差0.1毫米
[01:28:37 --> 01:28:38]  他拿那个游标卡纸
[01:28:38 --> 01:28:39]  来量我的包装
[01:28:39 --> 01:28:40]  发现我差0.1毫米
[01:28:40 --> 01:28:41]  他拿那个游标卡纸
[01:28:41 --> 01:28:42]  来量我的包装
[01:28:42 --> 01:28:43]  发现我差0.1毫米
[01:28:43 --> 01:28:44]  他拿那个游标卡纸
[01:28:44 --> 01:28:45]  来量我的包装
[01:28:45 --> 01:28:46]  发现我差0.1毫米
[01:28:46 --> 01:28:47]  他拿那个游标卡纸
[01:28:47 --> 01:28:48]  来量我的包装
[01:28:48 --> 01:28:49]  发现我差0.1毫米
[01:28:49 --> 01:28:50]  他拿那个游标卡纸
[01:28:50 --> 01:28:51]  来量我的包装
[01:28:51 --> 01:28:52]  发现我差0.1毫米
[01:28:52 --> 01:28:53]  他拿那个游标卡纸
[01:28:53 --> 01:28:54]  来量我的包装
[01:28:54 --> 01:28:55]  发现我差0.1毫米
[01:28:55 --> 01:28:56]  他拿那个游标卡纸
[01:28:56 --> 01:28:57]  来量我的包装
[01:28:57 --> 01:28:58]  发现我差0.1毫米
[01:28:58 --> 01:28:59]  他拿那个游标卡纸
[01:28:59 --> 01:29:00]  来量我的包装
[01:29:00 --> 01:29:01]  发现我差0.1毫米
[01:29:01 --> 01:29:02]  他拿那个游标卡纸
[01:29:02 --> 01:29:03]  来量我的包装
[01:29:03 --> 01:29:04]  发现我差0.1毫米
[01:29:04 --> 01:29:05]  他拿那个游标卡纸
[01:29:05 --> 01:29:06]  来量我的包装
[01:29:06 --> 01:29:07]  发现我差0.1毫米
[01:29:07 --> 01:29:08]  他拿那个游标卡纸
[01:29:08 --> 01:29:09]  来量我的包装
[01:29:09 --> 01:29:10]  发现我差0.1毫米
[01:29:10 --> 01:29:11]  他拿那个游标卡纸
[01:29:11 --> 01:29:12]  来量我的包装
[01:29:12 --> 01:29:13]  发现我差0.1毫米
[01:29:13 --> 01:29:14]  他拿那个游标卡纸
[01:29:14 --> 01:29:15]  来量我的包装
[01:29:15 --> 01:29:16]  发现我差0.1毫米
[01:29:16 --> 01:29:17]  他拿那个游标卡纸
[01:29:17 --> 01:29:18]  来量我的包装
[01:29:18 --> 01:29:19]  发现我差0.1毫米
[01:29:19 --> 01:29:20]  他拿那个游标卡纸
[01:29:20 --> 01:29:21]  来量我的包装
[01:29:21 --> 01:29:22]  发现我差0.1毫米
[01:29:22 --> 01:29:23]  他拿那个游标卡纸
[01:29:23 --> 01:29:24]  来量我的包装
[01:29:24 --> 01:29:25]  发现我差0.1毫米
[01:29:25 --> 01:29:26]  他拿那个游标卡纸
[01:29:26 --> 01:29:27]  来量我的包装
[01:29:27 --> 01:29:28]  发现我差0.1毫米
[01:29:28 --> 01:29:29]  他拿那个游标卡纸
[01:29:29 --> 01:29:30]  来量我的包装
[01:29:30 --> 01:29:31]  发现我差0.1毫米
[01:29:31 --> 01:29:32]  他拿那个游标卡纸
[01:29:32 --> 01:29:33]  来量我的包装
[01:29:33 --> 01:29:34]  发现我差0.1毫米
[01:29:34 --> 01:29:35]  他拿那个游标卡纸
[01:29:35 --> 01:29:36]  来量我的包装
[01:29:36 --> 01:29:37]  发现我差0.1毫米
[01:29:37 --> 01:29:38]  他拿那个游标卡纸
[01:29:38 --> 01:29:39]  来量我的包装
[01:29:39 --> 01:29:40]  发现我差0.1毫米
[01:29:40 --> 01:29:41]  他拿那个游标卡纸
[01:29:41 --> 01:29:42]  来量我的包装
[01:29:42 --> 01:29:43]  发现我差0.1毫米
[01:29:43 --> 01:29:44]  他拿那个游标卡纸
[01:29:44 --> 01:29:45]  来量我的包装
[01:29:45 --> 01:29:46]  发现我差0.1毫米
[01:29:46 --> 01:29:47]  他拿那个游标卡纸
[01:29:47 --> 01:29:48]  来量我的包装
[01:29:48 --> 01:29:49]  发现我差0.1毫米
[01:29:49 --> 01:29:50]  他拿那个游标卡纸
[01:29:50 --> 01:29:51]  来量我的包装
[01:29:51 --> 01:29:52]  发现我差0.1毫米
[01:29:52 --> 01:29:53]  他拿那个游标卡纸
[01:29:53 --> 01:29:54]  来量我的包装
[01:29:54 --> 01:29:55]  发现我差0.1毫米
[01:29:55 --> 01:29:56]  他拿那个游标卡纸
[01:29:56 --> 01:29:57]  来量我的包装
[01:29:57 --> 01:29:58]  发现我差0.1毫米
[01:29:58 --> 01:29:59]  他拿那个游标卡纸
[01:29:59 --> 01:30:00]  来量我的包装
[01:30:00 --> 01:30:01]  发现我差0.1毫米
[01:30:01 --> 01:30:02]  他拿那个游标卡纸
[01:30:02 --> 01:30:03]  来量我的包装
[01:30:03 --> 01:30:04]  发现我差0.1毫米
[01:30:04 --> 01:30:05]  他拿那个游标卡纸
[01:30:05 --> 01:30:06]  来量我的包装
[01:30:06 --> 01:30:07]  发现我差0.1毫米
[01:30:07 --> 01:30:08]  他拿那个游标卡纸
[01:30:08 --> 01:30:09]  来量我的包装
[01:30:09 --> 01:30:10]  发现我差0.1毫米
[01:30:10 --> 01:30:11]  他拿那个游标卡纸
[01:30:11 --> 01:30:12]  来量我的包装
[01:30:12 --> 01:30:13]  发现我差0.1毫米
[01:30:13 --> 01:30:14]  他拿那个游标卡纸
[01:30:14 --> 01:30:15]  来量我的包装
[01:30:15 --> 01:30:16]  发现我差0.1毫米
[01:30:16 --> 01:30:17]  他拿那个游标卡纸
[01:30:17 --> 01:30:18]  来量我的包装
[01:30:18 --> 01:30:19]  发现我差0.1毫米
[01:30:19 --> 01:30:20]  他拿那个游标卡纸
[01:30:20 --> 01:30:21]  来量我的包装
[01:30:21 --> 01:30:22]  发现我差0.1毫米
[01:30:22 --> 01:30:23]  他拿那个游标卡纸
[01:30:23 --> 01:30:24]  来量我的包装
[01:30:24 --> 01:30:25]  发现我差0.1毫米
[01:30:25 --> 01:30:26]  他拿那个游标卡纸
[01:30:26 --> 01:30:27]  来量我的包装
[01:30:27 --> 01:30:28]  发现我差0.1毫米
[01:30:28 --> 01:30:29]  他拿那个游标卡纸
[01:30:29 --> 01:30:30]  来量我的包装
[01:30:30 --> 01:30:31]  发现我差0.1毫米
[01:30:31 --> 01:30:32]  他拿那个游标卡纸
[01:30:32 --> 01:30:33]  来量我的包装
[01:30:33 --> 01:30:34]  发现我差0.1毫米
[01:30:34 --> 01:30:35]  他拿那个游标卡纸
[01:30:35 --> 01:30:36]  来量我的包装
[01:30:36 --> 01:30:37]  发现我差0.1毫米
[01:30:37 --> 01:30:38]  他拿那个游标卡纸
[01:30:38 --> 01:30:39]  来量我的包装
[01:30:39 --> 01:30:40]  发现我差0.1毫米
[01:30:40 --> 01:30:41]  他拿那个游标卡纸
[01:30:41 --> 01:30:42]  来量我的包装
[01:30:42 --> 01:30:43]  发现我差0.1毫米
[01:30:43 --> 01:30:44]  他拿那个游标卡纸
[01:30:44 --> 01:30:45]  来量我的包装
[01:30:45 --> 01:30:46]  发现我差0.1毫米
[01:30:46 --> 01:30:47]  他拿那个游标卡纸
[01:30:47 --> 01:30:48]  来量我的包装
[01:30:48 --> 01:30:49]  发现我差0.1毫米
[01:30:49 --> 01:30:50]  他拿那个游标卡纸
[01:30:50 --> 01:30:51]  来量我的包装
[01:30:51 --> 01:30:52]  发现我差0.1毫米
[01:30:52 --> 01:30:53]  他拿那个游标卡纸
[01:30:53 --> 01:30:54]  来量我的包装
[01:30:54 --> 01:30:55]  发现我差0.1毫米
[01:30:55 --> 01:30:56]  他拿那个游标卡纸
[01:30:56 --> 01:30:57]  来量我的包装
[01:30:57 --> 01:30:58]  发现我差0.1毫米
[01:30:58 --> 01:30:59]  他拿那个游标卡纸
[01:30:59 --> 01:31:00]  来量我的包装
[01:31:00 --> 01:31:01]  发现我差0.1毫米
[01:31:01 --> 01:31:02]  他拿那个游标卡纸
[01:31:02 --> 01:31:03]  来量我的包装
[01:31:03 --> 01:31:04]  发现我差0.1毫米
[01:31:04 --> 01:31:05]  他拿那个游标卡纸
[01:31:05 --> 01:31:06]  来量我的包装
[01:31:06 --> 01:31:07]  发现我差0.1毫米
[01:31:07 --> 01:31:08]  他拿那个游标卡纸
[01:31:08 --> 01:31:09]  来量我的包装
[01:31:09 --> 01:31:10]  发现我差0.1毫米
[01:31:10 --> 01:31:11]  他拿那个游标卡纸
[01:31:11 --> 01:31:12]  来量我的包装
[01:31:12 --> 01:31:13]  发现我差0.1毫米
[01:31:13 --> 01:31:14]  他拿那个游标卡纸
[01:31:14 --> 01:31:15]  来量我的包装
[01:31:15 --> 01:31:16]  发现我差0.1毫米
[01:31:16 --> 01:31:17]  他拿那个游标卡纸
[01:31:17 --> 01:31:18]  来量我的包装
[01:31:18 --> 01:31:19]  发现我差0.1毫米
[01:31:19 --> 01:31:20]  他拿那个游标卡纸
[01:31:20 --> 01:31:21]  来量我的包装
[01:31:21 --> 01:31:22]  发现我差0.1毫米
[01:31:22 --> 01:31:23]  他拿那个游标卡纸
[01:31:23 --> 01:31:24]  来量我的包装
[01:31:24 --> 01:31:25]  发现我差0.1毫米
[01:31:25 --> 01:31:26]  他拿那个游标卡纸
[01:31:26 --> 01:31:27]  来量我的包装
[01:31:27 --> 01:31:28]  发现我差0.1毫米
[01:31:28 --> 01:31:29]  他拿那个游标卡纸
[01:31:29 --> 01:31:30]  来量我的包装
[01:31:30 --> 01:31:31]  发现我差0.1毫米
[01:31:31 --> 01:31:32]  他拿那个游标卡纸
[01:31:32 --> 01:31:33]  来量我的包装
[01:31:33 --> 01:31:34]  发现我差0.1毫米
[01:31:34 --> 01:31:35]  他拿那个游标卡纸
[01:31:35 --> 01:31:36]  来量我的包装
[01:31:36 --> 01:31:37]  发现我差0.1毫米
[01:31:37 --> 01:31:38]  他拿那个游标卡纸
[01:31:38 --> 01:31:39]  来量我的包装
[01:31:39 --> 01:31:40]  发现我差0.1毫米
[01:31:40 --> 01:31:41]  他拿那个游标卡纸
[01:31:41 --> 01:31:42]  来量我的包装
[01:31:42 --> 01:31:43]  发现我差0.1毫米
[01:31:43 --> 01:31:44]  他拿那个游标卡纸
[01:31:44 --> 01:31:45]  来量我的包装
[01:31:45 --> 01:31:46]  发现我差0.1毫米
[01:31:46 --> 01:31:47]  他拿那个游标卡纸
[01:31:47 --> 01:31:48]  来量我的包装
[01:31:48 --> 01:31:49]  发现我差0.1毫米
[01:31:49 --> 01:31:50]  他拿那个游标卡纸
[01:31:50 --> 01:31:51]  来量我的包装
[01:31:51 --> 01:31:52]  发现我差0.1毫米
[01:31:52 --> 01:31:53]  他拿那个游标卡纸
[01:31:53 --> 01:31:54]  来量我的包装
[01:31:54 --> 01:31:55]  发现我差0.1毫米
[01:31:55 --> 01:31:56]  他拿那个游标卡纸
[01:31:56 --> 01:31:57]  来量我的包装
[01:31:57 --> 01:31:58]  发现我差0.1毫米
[01:31:58 --> 01:31:59]  他拿那个游标卡纸
[01:31:59 --> 01:32:00]  来量我的包装
[01:32:00 --> 01:32:01]  发现我差0.1毫米
[01:32:01 --> 01:32:02]  他拿那个游标卡纸
[01:32:02 --> 01:32:03]  来量我的包装
[01:32:03 --> 01:32:04]  发现我差0.1毫米
[01:32:04 --> 01:32:05]  他拿那个游标卡纸
[01:32:05 --> 01:32:06]  来量我的包装
[01:32:06 --> 01:32:07]  发现我差0.1毫米
[01:32:07 --> 01:32:08]  他拿那个游标卡纸
[01:32:08 --> 01:32:09]  来量我的包装
[01:32:09 --> 01:32:10]  发现我差0.1毫米
[01:32:10 --> 01:32:11]  他拿那个游标卡纸
[01:32:11 --> 01:32:12]  来量我的包装
[01:32:12 --> 01:32:13]  发现我差0.1毫米
[01:32:13 --> 01:32:14]  他拿那个游标卡纸
[01:32:14 --> 01:32:15]  来量我的包装
[01:32:15 --> 01:32:16]  发现我差0.1毫米
[01:32:16 --> 01:32:17]  他拿那个游标卡纸
[01:32:17 --> 01:32:18]  来量我的包装
[01:32:18 --> 01:32:19]  发现我差0.1毫米
[01:32:19 --> 01:32:20]  他拿那个游标卡纸
[01:32:20 --> 01:32:21]  来量我的包装
[01:32:21 --> 01:32:22]  发现我差0.1毫米
[01:32:22 --> 01:32:23]  他拿那个游标卡纸
[01:32:23 --> 01:32:24]  来量我的包装
[01:32:24 --> 01:32:25]  发现我差0.1毫米
[01:32:25 --> 01:32:26]  他拿那个游标卡纸
[01:32:26 --> 01:32:27]  来量我的包装
[01:32:27 --> 01:32:28]  发现我差0.1毫米
[01:32:28 --> 01:32:29]  他拿那个游标卡纸
[01:32:29 --> 01:32:30]  来量我的包装
[01:32:30 --> 01:32:31]  发现我差0.1毫米
[01:32:31 --> 01:32:32]  他拿那个游标卡纸
[01:32:32 --> 01:32:33]  来量我的包装
[01:32:33 --> 01:32:34]  发现我差0.1毫米
[01:32:34 --> 01:32:35]  他拿那个游标卡纸
[01:32:35 --> 01:32:36]  来量我的包装
[01:32:36 --> 01:32:37]  发现我差0.1毫米
[01:32:37 --> 01:32:38]  他拿那个游标卡纸
[01:32:38 --> 01:32:39]  来量我的包装
[01:32:39 --> 01:32:40]  发现我差0.1毫米
[01:32:40 --> 01:32:41]  他拿那个游标卡纸
[01:32:41 --> 01:32:42]  来量我的包装
[01:32:42 --> 01:32:43]  发现我差0.1毫米
[01:32:43 --> 01:32:44]  他拿那个游标卡纸
[01:32:44 --> 01:32:45]  来量我的包装
[01:32:45 --> 01:32:46]  发现我差0.1毫米
[01:32:46 --> 01:32:47]  他拿那个游标卡纸
[01:32:47 --> 01:32:48]  来量我的包装
[01:32:48 --> 01:32:49]  发现我差0.1毫米
[01:32:49 --> 01:32:50]  他拿那个游标卡纸
[01:32:50 --> 01:32:51]  来量我的包装
[01:32:51 --> 01:32:52]  发现我差0.1毫米
[01:32:52 --> 01:32:53]  他拿那个游标卡纸
[01:32:53 --> 01:32:54]  来量我的包装
[01:32:54 --> 01:32:55]  发现我差0.1毫米
[01:32:55 --> 01:32:56]  他拿那个游标卡纸
[01:32:56 --> 01:32:57]  来量我的包装
[01:32:57 --> 01:32:58]  发现我差0.1毫米
[01:32:58 --> 01:32:59]  他拿那个游标卡纸
[01:32:59 --> 01:33:00]  来量我的包装
[01:33:00 --> 01:33:01]  发现我差0.1毫米
[01:33:01 --> 01:33:02]  他拿那个游标卡纸
[01:33:02 --> 01:33:03]  来量我的包装
[01:33:03 --> 01:33:04]  发现我差0.1毫米
[01:33:04 --> 01:33:05]  他拿那个游标卡纸
[01:33:05 --> 01:33:06]  来量我的包装
[01:33:06 --> 01:33:07]  发现我差0.1毫米
[01:33:07 --> 01:33:08]  他拿那个游标卡纸
[01:33:08 --> 01:33:09]  来量我的包装
[01:33:09 --> 01:33:10]  发现我差0.1毫米
[01:33:10 --> 01:33:11]  他拿那个游标卡纸
[01:33:11 --> 01:33:12]  来量我的包装
[01:33:12 --> 01:33:13]  发现我差0.1毫米
[01:33:13 --> 01:33:14]  他拿那个游标卡纸
[01:33:14 --> 01:33:15]  来量我的包装
[01:33:15 --> 01:33:16]  发现我差0.1毫米
[01:33:16 --> 01:33:17]  他拿那个游标卡纸
[01:33:17 --> 01:33:18]  来量我的包装
[01:33:18 --> 01:33:19]  发现我差0.1毫米
[01:33:19 --> 01:33:20]  他拿那个游标卡纸
[01:33:20 --> 01:33:21]  来量我的包装
[01:33:21 --> 01:33:22]  发现我差0.1毫米
[01:33:22 --> 01:33:23]  他拿那个游标卡纸
[01:33:23 --> 01:33:24]  来量我的包装
[01:33:24 --> 01:33:25]  发现我差0.1毫米
[01:33:25 --> 01:33:26]  他拿那个游标卡纸
[01:33:26 --> 01:33:27]  来量我的包装
[01:33:27 --> 01:33:28]  发现我差0.1毫米
[01:33:28 --> 01:33:29]  他拿那个游标卡纸
[01:33:29 --> 01:33:30]  来量我的包装
[01:33:30 --> 01:33:31]  发现我差0.1毫米
[01:33:31 --> 01:33:32]  他拿那个游标卡纸
[01:33:32 --> 01:33:33]  来量我的包装
[01:33:33 --> 01:33:34]  发现我差0.1毫米
[01:33:34 --> 01:33:35]  他拿那个游标卡纸
[01:33:35 --> 01:33:36]  来量我的包装
[01:33:36 --> 01:33:37]  发现我差0.1毫米
[01:33:37 --> 01:33:38]  他拿那个游标卡纸
[01:33:38 --> 01:33:39]  来量我的包装
[01:33:39 --> 01:33:40]  发现我差0.1毫米
[01:33:40 --> 01:33:41]  他拿那个游标卡纸
[01:33:41 --> 01:33:42]  来量我的包装
[01:33:42 --> 01:33:43]  发现我差0.1毫米
[01:33:43 --> 01:33:44]  他拿那个游标卡纸
[01:33:44 --> 01:33:45]  来量我的包装
[01:33:45 --> 01:33:46]  发现我差0.1毫米
[01:33:46 --> 01:33:47]  他拿那个游标卡纸
[01:33:47 --> 01:33:48]  来量我的包装
[01:33:48 --> 01:33:49]  发现我差0.1毫米
[01:33:49 --> 01:33:50]  他拿那个游标卡纸
[01:33:50 --> 01:33:51]  来量我的包装
[01:33:51 --> 01:33:52]  发现我差0.1毫米
[01:33:52 --> 01:33:53]  他拿那个游标卡纸
[01:33:53 --> 01:33:54]  来量我的包装
[01:33:54 --> 01:33:55]  发现我差0.1毫米
[01:33:55 --> 01:33:56]  他拿那个游标卡纸
[01:33:56 --> 01:33:57]  来量我的包装
[01:33:57 --> 01:33:58]  发现我差0.1毫米
[01:33:58 --> 01:33:59]  他拿那个游标卡纸
[01:33:59 --> 01:34:00]  来量我的包装
[01:34:00 --> 01:34:01]  发现我差0.1毫米
[01:34:01 --> 01:34:02]  他拿那个游标卡纸
[01:34:02 --> 01:34:03]  来量我的包装
[01:34:03 --> 01:34:04]  发现我差0.1毫米
[01:34:04 --> 01:34:05]  他拿那个游标卡纸
[01:34:05 --> 01:34:06]  来量我的包装
[01:34:06 --> 01:34:07]  发现我差0.1毫米
[01:34:07 --> 01:34:08]  他拿那个游标卡纸
[01:34:08 --> 01:34:09]  来量我的包装
[01:34:09 --> 01:34:10]  发现我差0.1毫米
[01:34:10 --> 01:34:11]  他拿那个游标卡纸
[01:34:11 --> 01:34:12]  来量我的包装
[01:34:12 --> 01:34:13]  发现我差0.1毫米
[01:34:13 --> 01:34:14]  他拿那个游标卡纸
[01:34:14 --> 01:34:15]  来量我的包装
[01:34:15 --> 01:34:16]  发现我差0.1毫米
[01:34:16 --> 01:34:17]  他拿那个游标卡纸
[01:34:17 --> 01:34:18]  来量我的包装
[01:34:18 --> 01:34:19]  发现我差0.1毫米
[01:34:19 --> 01:34:20]  他拿那个游标卡纸
[01:34:20 --> 01:34:21]  来量我的包装
[01:34:21 --> 01:34:22]  发现我差0.1毫米
[01:34:22 --> 01:34:23]  他拿那个游标卡纸
[01:34:23 --> 01:34:24]  来量我的包装
[01:34:24 --> 01:34:25]  发现我差0.1毫米
[01:34:25 --> 01:34:26]  他拿那个游标卡纸
[01:34:26 --> 01:34:27]  来量我的包装
[01:34:27 --> 01:34:28]  发现我差0.1毫米
[01:34:28 --> 01:34:29]  他拿那个游标卡纸
[01:34:29 --> 01:34:30]  来量我的包装
[01:34:30 --> 01:34:31]  发现我差0.1毫米
[01:34:31 --> 01:34:32]  他拿那个游标卡纸
[01:34:32 --> 01:34:33]  来量我的包装
[01:34:33 --> 01:34:34]  发现我差0.1毫米
[01:34:34 --> 01:34:35]  他拿那个游标卡纸
[01:34:35 --> 01:34:36]  来量我的包装
[01:34:36 --> 01:34:37]  发现我差0.1毫米
